page path,document type,document supertype,number of sessions that visit this page,number of sessions where this page is an entrance hit,number of sessions where this page is an exit hit,number of sessions where this page is both an entrance and exit hit,tfdf_max
/calculate-employee-redundancy-pay,smart_answer,services,25,4,6,0,2.0
/types-of-british-nationality/british-citizenship,guide,services,26,3,2,0,2.0
/help-with-childcare-costs/universal-credit,guide,services,9,1,2,0,2.0
/government/publications/examples-of-uk-visa-vignettes,guidance,guidance and regulation,7,1,2,0,2.0
/doctoral-loan/extra-help,guide,services,2,0,0,0,2.0
/vat-registration-thresholds,answer,services,4,0,0,0,2.0
/register-with-the-police/how-to-register,guide,services,10,2,1,0,2.0
/housing-association-homes/buying-your-home,guide,services,2,0,0,0,2.0
/guidance/covid-19-coronavirus-restrictions-what-you-can-and-cannot-do.cy,detailed_guide,guidance and regulation,3,0,0,0,2.0
/change-name-deed-poll/change-a-childs-name,guide,services,7,1,1,0,2.0
/registered-traveller/where-you-can-use-registered-traveller,guide,services,3,0,0,0,2.0
/government/publications/early-years-initial-teacher-training-itt-providers-and-school-direct-early-years-lead-organisations/early-years-initial-teacher-training-itt-providers-and-school-direct-lead-organisations,html_publication,other,2,1,0,0,2.0
/lay-offs-short-timeworking/extra-work-or-claiming-benefits,guide,services,8,0,3,0,2.0
/world/uruguay,taxon,other,1,0,1,0,2.0
/topic/immigration-operational-guidance/nationality-guidance,topic,other,9,0,0,0,2.0
/civil-legal-advice,answer,services,5,0,1,0,2.0
/government/publications/immigration-health-surcharge-applying-for-a-refund,guidance,guidance and regulation,3,0,0,0,2.0
/guidance/tell-hmrc-youre-registered-for-the-vat-import-one-stop-shop-in-the-eu,detailed_guide,guidance and regulation,1,0,0,0,2.0
/government/collections/european-social-fund-documents-and-guidance,document_collection,other,1,0,0,0,2.0
/calculate-tax-on-company-cars,answer,services,12,1,0,0,2.0
/guidance/trustee-board-people-and-skills,detailed_guide,guidance and regulation,3,0,0,0,2.0
/government/publications/rent-a-room-for-traders-hs223-self-assessment-helpsheet,guidance,guidance and regulation,1,0,0,0,2.0
/government/publications/provider-guide-to-delivering-high-quality-apprenticeships/prepare-to-offer-apprenticeships,html_publication,other,3,1,0,0,2.0
/foreign-travel-advice/netherlands/coronavirus,travel_advice,guidance and regulation,5,2,0,0,2.0
/government/statistics/coronavirus-job-retention-scheme-statistics-29-july-2021/coronavirus-job-retention-scheme-statistics-29-july-2021,html_publication,other,2,0,0,1,2.0
/business-and-industry,taxon,other,7,0,1,0,2.0
/verify-apostille,transaction,services,4,0,0,0,2.0
/representative-overseas-business/family-members,guide,services,1,0,1,0,2.0
/government/publications/dbs-unusual-addresses-guidance/dbs-unusual-addresses-guide,html_publication,other,20,5,7,1,2.0
/individual-savings-accounts/how-isas-work,guide,services,5,0,0,0,2.0
/guidance/if-you-need-to-self-isolate-or-cannot-attend-work-due-to-coronavirus,detailed_guide,guidance and regulation,22,1,9,1,2.0
/government/publications/nationality-rules,guidance,guidance and regulation,8,4,1,0,2.0
/employers-paternity-pay-leave/notice-period,guide,services,5,0,3,0,2.0
/government/organisations/parole-board,organisation,other,1,0,0,0,2.0
/claim-for-injury-received-while-serving/armed-forces-independence-payment-afip,guide,services,3,0,0,0,2.0
/working-tax-credit/how-to-claim,guide,services,45,3,2,0,2.0
/staff-redundant/giving-staff-notice,guide,services,16,3,0,0,2.0
/government/publications/british-forces-air-strikes-in-iraq-monthly-list/raf-air-strikes-in-iraq-and-syria-april-2019-to-december-2019,html_publication,other,4,0,0,0,2.0
/armed-forces-redundancy-calculator,transaction,services,17,1,1,0,2.0
/guidance/renew-your-sia-licence,detailed_guide,guidance and regulation,9,4,2,1,2.0
/rights-disabled-person/police,guide,services,11,0,0,0,2.0
/coronavirus-health-worker-visa-extension,answer,services,29,7,2,0,2.0
/government/publications/basic-paye-tools-national-insurance-number-verification-requests-only,guidance,guidance and regulation,2,0,1,0,2.0
/carers-credit/what-youll-get,guide,services,76,3,2,0,2.0
/government/publications/low-carbon-heating-technology-innovation-grant-scheme,form,services,1,0,0,0,2.0
/guidance/national-minimum-wage-work-experience-and-internships,detailed_guide,guidance and regulation,34,8,15,0,2.0
/employee-reservist,guide,services,5,1,0,0,2.0
/government/publications/restart-scheme/how-the-restart-scheme-will-work,html_publication,other,15,2,7,0,2.0
/guidance/the-highway-code/general-rules-techniques-and-advice-for-all-drivers-and-riders-103-to-158,manual,guidance and regulation,3,0,0,1,2.0
/guidance/esfa-business-operations-help-and-support,detailed_guide,guidance and regulation,9,3,2,1,2.0
/foreign-travel-advice/taiwan/print,travel_advice,guidance and regulation,1,1,0,0,2.0
/guidance/e-bulk-submitting-multiple-applications-for-dbs-checking-formerly-crb,detailed_guide,guidance and regulation,5,0,2,1,2.0
/hmrc-internal-manuals/apprenticeship-levy,hmrc_manual,guidance and regulation,8,0,0,1,2.0
/government/publications/funding-rates-and-formula/funding-guidance-for-young-people-2021-to-2022-rates-and-formula,html_publication,other,1,0,1,0,2.0
/global-talent/documents-youll-need-to-apply,guide,services,5,1,0,0,2.0
/calculate-tax-rates-for-new-cars,transaction,services,18,3,1,0,2.0
/guidance/eu-settlement-scheme-how-we-use-your-personal-information.pl,detailed_guide,guidance and regulation,1,0,0,0,2.0
/disabled-facilities-grants/what-youll-get,guide,services,42,1,0,0,2.0
/tell-hmrc-change-of-details/gender-change,guide,services,2,0,0,0,2.0
/work,taxon,other,19,0,1,0,2.0
/government/publications/universal-credit-local-housing-allowance-rates,transparency,transparency,1,0,0,0,2.0
/government/publications/universal-credit-and-your-claimant-commitment-quick-guide/universal-credit-and-your-claimant-commitment,html_publication,other,10,1,6,0,2.0
/government/publications/universal-credit-work-allowances,guidance,guidance and regulation,7,0,0,0,2.0
/government/organisations/prime-ministers-office-10-downing-street,organisation,other,10,0,4,0,2.0
/feed-in-tariffs,guide,services,3,0,1,0,2.0
/looking-for-work-if-disabled/print,guide,services,2,0,0,0,2.0
/uk-residence-card/report-a-lost-or-stolen-card,guide,services,8,1,1,0,2.0
/guidance/income-tax-when-you-rent-out-a-property-working-out-your-rental-income,detailed_guide,guidance and regulation,4,3,0,0,2.0
/1619-bursary-fund/how-to-claim,guide,services,29,1,0,0,2.0
/disability-living-allowance-children/eligibility,guide,services,18,1,0,0,2.0
/report-problem-criminal-record-certificate/appeal-against-a-new-barring-decision,guide,services,31,8,1,0,2.0
/topic/competition,topic,other,2,0,0,0,2.0
/foreign-travel-advice/indonesia,travel_advice,guidance and regulation,1,1,0,0,2.0
/national-insurance/print,guide,services,3,0,0,0,2.0
/reapply-driving-licence-medical-condition,guide,services,8,1,0,0,2.0
/junior-individual-savings-accounts,guide,services,16,0,0,0,2.0
/employee-ownership,answer,services,2,0,0,0,2.0
/vehicle-log-book,guide,services,24,6,5,0,2.0
/employee-reservist/employer-notification,guide,services,4,1,0,0,2.0
/maximum-weekly-working-hours/calculating-your-working-hours,guide,services,122,20,4,0,2.0
/drivers-hours/passenger-carrying-vehicles,guide,services,2,0,0,0,2.0
/dismiss-staff/how-to-dismiss-someone,guide,services,14,3,0,0,2.0
/correct-marriage-registration,guide,services,2,0,0,0,2.0
/apply-to-come-to-the-uk/print,guide,services,2,0,0,0,2.0
/government/collections/visa-decision-waiting-times,document_collection,other,10,0,0,0,2.0
/check-additional-income-tax,answer,services,21,4,1,0,2.0
/redundancy-your-rights/suitable-alternative-employment,guide,services,86,9,1,1,2.0
/getting-parole/parole-board-hearing,guide,services,2,0,0,0,2.0
/apply-to-become-a-driving-instructor,simple_smart_answer,services,13,3,2,0,2.0
/guidance/consultation-and-pre-decision-matters,detailed_guide,guidance and regulation,1,0,0,0,2.0
/manage-child-maintenance-case/complaints-and-appeals,guide,services,5,0,1,0,2.0
/guidance/military-drivers,detailed_guide,guidance and regulation,1,0,0,0,2.0
/government/organisations/hm-revenue-customs/contact/reporting-fraudulent-emails,contact,other,5,0,1,0,2.0
/change-name-deed-poll,guide,services,29,5,9,0,2.0
/visit-eu-switzerland-norway-iceland-liechtenstein,guide,services,15,4,0,0,2.0
/chwilio-am-swydd,transaction,services,52,7,3,0,2.0
/government/publications/dwp-bereavement-service,impact_assessment,policy and engagement,3,0,0,0,2.0
/tax-codes/tell-hmrc-about-a-change-tax-code,guide,services,32,2,0,1,2.0
/welsh-income-tax,answer,services,8,1,0,0,2.0
/topic/schools-colleges-childrens-services/curriculum-qualifications,topic,other,8,1,0,0,2.0
/transport/blue-badges,taxon,other,2,0,0,0,2.0
/recover-statutory-payments,guide,services,17,1,1,0,2.0
/government/publications/dbs-national-security-vetting-solution-guidance-for-subjects/uksv-national-security-vetting-solution-accessing-your-e-form-hints-and-tips,html_publication,other,3,0,0,0,2.0
/government/publications/strike-off-a-company-from-the-register-ds01,form,services,4,1,1,0,2.0
/recruitment-disabled-people/reasonable-adjustments,guide,services,15,2,0,1,2.0
/government/publications/child-benefit-child-left-approved-education-or-training-ch459,form,services,16,4,2,0,2.0
/government/publications/employer-bulletin-june-2021/employer-bulletin-june-2021,html_publication,other,3,1,0,0,2.0
/tax-credits-overpayments/repay-your-tax-credits,guide,services,13,1,1,0,2.0
/divorce/file-for-divorce,guide,services,9,1,1,1,2.0
/guidance/early-years-qualifications-finder,detailed_guide,guidance and regulation,17,5,7,0,2.0
/running-payroll/reporting-to-hmrc-eps,guide,services,9,0,0,0,2.0
/government/publications/furlough-and-redundancy/furlough-and-redundancy,html_publication,other,3,1,1,0,2.0
/becoming-foster-parent,guide,services,14,1,6,0,2.0
/government/publications/recommended-open-standards-for-government/using-metadata-to-describe-tabular-data-for-publishing,html_publication,other,1,0,0,0,2.0
/guidance/government-legal-service-gls-legal-trainee-scheme-how-to-apply,detailed_guide,guidance and regulation,57,11,3,2,2.0
/apply-citizenship-spouse,guide,services,19,4,0,0,2.0
/marriages-civil-partnerships/plan-your-ceremony,guide,services,10,0,1,0,2.0
/marriage-allowance/if-your-circumstances-change,guide,services,10,1,0,1,2.0
/guidance/coronavirus-covid-19-eu-settlement-scheme-guidance-for-applicants,detailed_guide,guidance and regulation,16,3,5,0,2.0
/government/organisations/rural-development-programme-for-england-network,organisation,other,1,0,0,0,2.0
/government/organisations/public-health-england/about/recruitment,recruitment,other,13,2,10,0,2.0
/vehicle-registration/new-and-used-vehicles,guide,services,9,1,1,0,2.0
/guidance/controlled-drugs-recording-using-storing-and-disposal,detailed_guide,guidance and regulation,1,0,1,0,2.0
/individual-savings-accounts/inheriting-an-isa-from-your-spouse-civil-partner,guide,services,1,0,0,0,2.0
/government/publications/validation-of-vocational-qualifications-final-report,research,research and statistics,2,0,0,0,2.0
/employers-parental-bereavement-pay-leave/nonpayment-form,guide,services,2,0,0,0,2.0
/government/organisations/home-office/about/personal-information-charter,personal_information_charter,other,6,1,2,0,2.0
/guidance/the-uks-points-based-immigration-system-information-for-eu-citizens.hu,detailed_guide,guidance and regulation,4,1,3,0,2.0
/guidance/contact-slc-repayment-enquiries,detailed_guide,guidance and regulation,3,1,1,0,2.0
/government/publications/covid-19-guidance-for-managing-a-funeral-during-the-coronavirus-pandemic/covid-19-guidance-for-managing-a-funeral-during-the-coronavirus-pandemic,html_publication,other,2,2,0,0,2.0
/getting-parole/challenge-a-decision,guide,services,1,0,0,0,2.0
/tax-property-money-shares-you-inherit/property,guide,services,2,0,0,0,2.0
/government/publications/form-t-guidance,guidance,guidance and regulation,2,0,0,0,2.0
/employment-agencies-and-businesses,guide,services,6,2,1,0,2.0
/government/publications/additional-voluntary-national-insurance-contributions-at-state-pension-age,research,research and statistics,2,0,0,0,2.0
/government/publications/compensation-for-poor-service-a-guide-for-dwp-staff,guidance,guidance and regulation,19,2,0,0,2.0
/government/collections/intellectual-property-office-fee-sheets,document_collection,other,1,0,0,0,2.0
/government/publications/uk-nuclear-deterrence-factsheet,guidance,guidance and regulation,1,1,0,0,2.0
/government/publications/compensation-for-poor-service-a-guide-for-dwp-staff/financial-redress-for-maladministration-staff-guide,html_publication,other,6,1,0,0,2.0
/looking-after-children-divorce,guide,services,3,0,0,0,2.0
/government/publications/naturalisation-certificates,guidance,guidance and regulation,1,0,1,0,2.0
/government/collections/housing-benefit-recoveries-and-fraud-data,document_collection,other,1,0,0,0,2.0
/government/organisations/hm-revenue-customs/contact/get-help-with-the-self-employment-income-support-scheme,contact,other,25,4,4,0,2.0
/guidance/prepare-for-changes-to-the-off-payroll-working-rules-ir35,detailed_guide,guidance and regulation,1,0,0,0,2.0
/government/collections/tax-credits-forms-notes-worksheets-and-checklists,document_collection,other,2,0,0,0,2.0
/uk-border-control/at-border-control,guide,services,33,2,0,0,2.0
/guidance/check-the-recognised-overseas-pension-schemes-notification-list,detailed_guide,guidance and regulation,5,1,0,0,2.0
/running-payroll/paying-hmrc,guide,services,9,0,1,0,2.0
/government/publications/challenge-a-decision-made-by-the-department-for-work-and-pensions-dwp,form,services,25,6,1,0,2.0
/government/publications/your-new-state-pension-explained,guidance,guidance and regulation,60,2,2,0,2.0
/government/publications/calculating-holiday-pay-for-workers-without-fixed-hours-or-pay,guidance,guidance and regulation,19,2,0,0,2.0
/government/publications/corporate-covenant-pledge,form,services,1,0,0,0,2.0
/free-discount-tv-licence,answer,services,22,0,1,0,2.0
/foreign-travel-advice/netherlands/entry-requirements,travel_advice,guidance and regulation,11,2,4,0,2.0
/government/publications/application-for-mot-authorisation-vt01/how-to-apply-to-open-run-or-change-an-mot-testing-station,html_publication,other,12,3,3,2,2.0
/government/publications/actions-for-schools-during-the-coronavirus-outbreak/schools-covid-19-operational-guidance,html_publication,other,3,1,0,0,2.0
/government/publications/controlled-drugs-list--2,guidance,guidance and regulation,2,0,0,0,2.0
/travel-grants-students-england,guide,services,8,0,0,0,2.0
/become-an-mot-tester/eligibility,guide,services,19,1,6,2,2.0
/keeping-your-pay-tax-records/employees-and-limited-company-directors,guide,services,11,0,0,0,2.0
/pay-court-fine-online,answer,services,20,2,10,0,2.0
/vaccine-damage-payment/how-to-claim,guide,services,10,0,0,0,2.0
/foreign-travel-advice/mexico,travel_advice,guidance and regulation,5,0,3,0,2.0
/faster-decision-visa-settlement/eligible-visas-when-applying-inside-the-uk,guide,services,18,1,0,0,2.0
/government/publications/pay-as-you-earn-paye-service-availability-and-issues,guidance,guidance and regulation,3,0,0,0,2.0
/employing-people-to-drive,answer,services,2,0,0,0,2.0
